PO_Number,LineItem_ID,Part_Number,Description,Quantity,Unit_Price,Due_Date,Status
43456,1,Y052731,Y052731 [SPROCKET] ,2,30.00,2018-06-18,Completed
95776,1,Y093737,Y093737 [BUSHING],2,415.00,2021-08-25,Completed
82578,1,4T122501,4T122501 [RIGHT SCREW BOLT],4,45.00,2020-10-20,Completed
82578,2,9X976004,9X976004 [ROD JOINT],2,385.00,2020-10-20,Completed
152573,1,Y037685,Y037685 [SLIDE BAR] (APRIL 21ST) ,2,930.00,2025-04-21,Completed
102422,1,Y124126,Y124126 [BUSHING FOR INJ., PLUNGER],1,1280.00,2022-03-04,Completed
95038,1,602T2801,602T2801 [COVER],1,48.00,2021-08-11,Completed
70739,1,Y153402,Y153402 [SLIDE PLATE],2,975.00,2019-12-25,Completed
129658,1,614W8001,614W8001 [SENSOR HOLDER DHS-T (SMM USE Y122303 & Y122366) ],7,60.00,2024-01-09,Completed
136778,1,637R4902,637R4902 [P SQUARE KEY],1,50.00,2024-05-28,Completed
136778,2,637R4907,637R4907 [P SQUARE KEY],1,47.00,2024-05-28,Completed
143495,1,382S4906,382S4906 [STOPPER],1,495.00,2024-11-04,Completed
143495,2,N057168,N057168 [LADLE ARM(SPECIAL FOR AHRESTY)],1,2275.00,2024-11-04,Completed
27675,1,Y069318,Y069318 [PLUNGER ROD] ,6,565.00,2017-09-27,Completed
60516,1,Y152202,Y152202 [SLIDE PLATE DC350R- M],2,258.00,2019-05-16,Completed
74205,1,609T6601,609T6601 [SCREWED BUSHING],1,525.00,2020-03-27,Completed
74205,2,N027239,N027239 [PISTON ROD],1,2275.00,2020-03-27,Completed
104090,1,N090932,N090932 [PLUNGER TIP],4,995.00,2022-04-18,Completed
104090,2,6T513701,6T513701 [FLANGED BUSHING],4,945.00,2022-04-18,Completed
104090,3,N090933,N090933 [TIP JOINT],4,595.00,2022-04-18,Completed
104090,4,N044300,N044300 [PLINGER ROD],4,1150.00,2022-04-18,Completed
104090,5,N06709G01,N06709G01 [COOLING PIPE],4,550.00,2022-04-18,Completed
104090,6,N117348,N117348 [FLANGED BUSHING],2,1525.00,2022-04-18,Completed
31981,1,N031989,N031989 [SHAFT] ,3,450.00,2017-11-20,Completed
130447,1,N064799,N064799 [SHAFT],2,825.00,2024-02-03,Completed
96295,1,N054195,N054195 [VALVE BODY C2G32 DC1650CS2],1,1825.00,2021-09-14,Completed
104085,1,695R1601,695R1601 [LOCK NUT],2,47.50,2022-04-25,Completed
104085,2,668S3701,668S3701 [BUSHING],1,35.00,2022-04-18,Completed
83698,1,H322682,H322682 [EJECTOR PLATE],1,4940.00,2020-11-30,Completed
83698,2,H322681,H322681 [EJECTOR PLATE],1,4650.00,2020-11-30,Completed
83698,3,N063950,N063950[EJECTOR ROD],2,1375.00,2020-11-30,Completed
83698,4,N041987,N041987 [EJECTOR ROD],2,975.00,2020-11-30,Completed
83698,5,295X2801,295X2801 [EJECTOR PLATE],1,3600.00,2020-11-30,Completed
83698,6,295X3001,295X3001 [EJECTOR PLATE],1,3850.00,2020-11-30,Completed
83698,7,N062784,N062784 [EJECTOR ROD WIRE TYPE],2,1325.00,2020-11-30,Completed
83698,8,N062785,N062785 [EJECTOR ROD],2,1250.00,2020-11-30,Completed
83698,9,Y088199,Y088199 [GUIDE FOR EJECTOR PLATE],2,395.00,2020-11-30,Completed
83698,10,Y088190,Y088190 [GUIDE FOR EJECTOR PLATE],4,465.00,2020-11-30,Completed
122042,1,Y058255,Y058255 [NUT FOR GUIDE BAR],4,825.00,2023-07-19,Completed
122042,2,N072802,N072802 [EJECTOR ROD],4,875.00,2023-07-19,Completed
31980,1,N049364,N049364 [LADLE SHAFT] ,1,1250.00,2017-10-30,Completed
25705,1,4T123401,4T123401 [LADLE PIN] 4T123401 [LADLE PIN],3,63.00,2017-06-26,Completed
110972,1,L698749,L698749 [PACKING RETAINER FOR INJECTION IS I59 I81],1,1175.00,2022-10-14,Completed
61635,1,Y047671,Y047671 [NUT],7,165.00,2019-06-19,Completed
22718,1,N066877,N066877 [INJECTION BUSHING],1,2145.00,2017-05-31,Completed
22718,2,4T122501,4T122501 [RIGHT SCREW BOLT],5,45.00,2017-05-31,Completed
53687,1,670T7501,670T7501 [SPACER],1,29.00,2018-12-18,Completed
145768,1,S530798,S530798 [CLAMP WEAR STRIP ISGT950 1150 3858MM],5,420.00,2024-12-30,Completed
102423,1,N069222,N069222 [EJECTOR ROD],1,2250.00,2022-03-04,Completed
112618,1,8X20BS,8X20BS [BRASS SCREWS],16,2.75,2022-11-29,Completed
144338,1,4T123801,4T123801 [LEFT SCREW NUT],7,7.50,2024-11-20,Completed
144338,2,8X20BS,8X20BS [BRASS SCREWS],8,3.00,2024-11-20,Completed
144338,3,Y019692,Y019692 [FLANGE-B],1,625.00,2024-11-20,Completed
144338,4,Y069318,Y069318 [PLUNGER ROD],1,810.00,2024-11-20,Completed
144338,5,Y142052,Y142052 [CYLINDER TUBE],1,985.00,2024-11-20,Completed
157436,1,4T123401,4T123401 [LADLE PIN],1,65.00,2025-09-05,Completed
157436,2,637W9901,637W9901 [BRACKET],1,150.00,2025-09-05,Completed
157436,3,637W9902,637W9902 [BRACKET],1,150.00,2025-09-05,Completed
157436,4,Y026063,Y026063 [ COVER ],2,55.00,2025-09-05,Completed
157436,5,Y142053,Y142053 [TIE ROD],8,175.00,2025-09-05,Completed
96929,1,Y072159,Y072159 [PLATE],2,70.00,2021-09-30,Completed
96929,2,N02692G03,N02692G03 [GUIDE SHAFT],2,1585.00,2021-09-30,Completed
96929,3,N02477G03,N02477G03 [GUIDE SHAFT],2,1550.00,2021-09-30,Completed
96929,4,Y072160,Y072160 [RETAINER],2,295.00,2021-09-30,Completed
96929,5,608R2201,608R2201 [LOCK PLATE],3,155.00,2021-09-30,Completed
36221,1,647S0301,647S0301 [COVER] ,3,85.00,2018-02-20,Completed
116697,1,N117348,N117348 [FLANGED BUSHING],1,1525.00,2023-03-23,Completed
64573,1,429V1601,429V1601 [ARM SHAFT],1,275.00,2019-08-20,Completed
64573,2,396W7701,396W7701 [ARM SHAFT FOR DTO650~800L],1,1380.00,2019-08-20,Completed
64573,3,6S331301,6S331301 [GUIDE SHAFT],1,725.00,2019-08-20,Completed
64573,4,45X28,45x28 [SHAFT SPACER],1,30.00,2019-08-20,Completed
71630,1,Y006651,Y006651 [LINER BRASS STANDARD],2,975.00,2020-01-09,Completed
131200,1,637R4907,637R4907 [P SQUARE KEY],2,47.00,2024-02-09,Completed
131200,2,695R1601,695R1601 [LOCK NUT],4,50.00,2024-02-20,Completed
131200,3,9W4210G04,9W4210G04 [COOLING PIPE ASSY],3,425.00,2024-02-09,Completed
131200,4,637R3601,637R3601 [SHAFT],5,795.00,2024-02-12,Completed
131200,5,637R4902,637R4902 [P SQUARE KEY],2,50.00,2024-02-09,Completed
89821,1,8X20BS,8X20BS [BRASS SCREWS],92,2.75,2021-04-07,Completed
116126,1,N116120,N116120 [SEAL CASE],2,865.00,2023-03-10,Completed
87159,1,Y006298,Y006298 [BEACASE],1,295.00,2021-02-09,Completed
87159,2,Y006502,Y006502 [SPACER],1,105.00,2021-02-09,Completed
87159,3,Y006501,Y006501 [SPACER],1,85.00,2021-02-09,Completed
87159,4,N064799,N064799 [SHAFT],1,750.00,2021-02-19,Completed
41056,1,9W4210G02,9W4210G02 [COOLING PIPE] ,2,335.00,2018-05-09,Completed
53452,1,415R6702,415R6702 [SPROCKET],5,100.00,2018-12-13,Completed
53446,1,609T0501,609T0501 [LINK] QUOTE: 11136,1,745.00,2019-01-03,Completed
100195,1,N069221,N069221 [EJECTOR ROD DC2500CS2],1,2250.00,2021-12-31,Completed
100195,2,N069222,N069222 [EJECTOR ROD],1,2250.00,2021-12-31,Completed
122446,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2023-07-31,Completed
27270,1,Y090016,Y090016 [GUIDE],4,450.00,2017-08-09,Completed
67132,1,323T7802,323T7802 [GUIDE],1,1425.00,2019-10-15,Completed
154261,1,LMT0168 ,LMT0168 [SPACER RING],1,435.00,2025-06-25,Completed
154261,2,TMT0244 ,TMT0244 [SPACER],1,395.00,2025-06-25,Completed
103339,1,9X352701,9X352701 [FLANGE],2,475.00,2022-04-08,Completed
103339,2,637R4902,637R4902 [P SQUARE KEY],1,45.00,2022-03-29,Completed
103339,3,695R1601,695R1601 [LOCK NUT],1,47.50,2022-04-04,Completed
103339,4,637R4901,637R4901 [P SQUARE KEY],1,55.00,2022-03-29,Completed
42417,1,N033940,N033940 [CYLINDER],1,1250.00,2018-06-05,Completed
42417,2,N044233,N044233 [CLAMP PLATE],2,2185.00,2018-06-05,Completed
104330,1,N054085,N054085 [PISTON HEAD],1,1150.00,2022-04-28,Completed
104330,2,N066879,N066879 [POPPET C2G16],1,1795.00,2022-04-28,Completed
104330,3,H319551,H319551 [SEAT C2G16],1,2495.00,2022-04-28,Completed
104330,4,N054086,N054086 [SEAT C2G31 DC2250CS2],1,1795.00,2022-04-28,Completed
81448,1,Y072160,Y072160 [RETAINER],2,295.00,2020-09-22,Completed
81448,2,Y027663,Y027663 [FITTING] QUOTE: 11734,2,95.00,2020-09-22,Completed
81448,3,608R2201,608R2201 [LOCK PLATE],6,145.00,2020-09-22,Completed
57026,1,Y052727,Y052727 [SPROCKET],10,410.00,2019-03-21,Completed
46895,1,614W8001,614W8001 [SENSOR HOLDER FOR DHS-2 & DHS-T],10,50.00,2018-08-23,Completed
116708,1,Y029537,Y029537 [EJECTOR BUSHING],1,525.00,2023-03-22,Completed
116708,2,Y052725,Y052725[SPROCKET],1,215.00,2023-03-22,Completed
116708,3,N069222,N069222 [EJECTOR ROD],2,2250.00,2023-03-22,Completed
116708,4,N090091,N090091 [EJECTOR ROD],1,1575.00,2023-03-22,Completed
147235,1,613V8903,613V8903 [STOPPER],1,375.00,2025-01-31,Completed
158315,1,L707501,L707501 [TIE BAR ISGS310 2175MM OAL],1,5225.00,2025-09-26,Completed
158315,2,S463884,S463884 [TIE BAR NUT ISF310 ISGS310],2,725.00,2025-09-26,Completed
124976,1,TMN0027,TMN0027 [LINK PIN 2 FOR EC310SX] TMN0027 [LINK PIN 2 FOR EC310SX],1,695.00,2023-09-26,Completed
41888,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],5,47.50,2018-05-22,Completed
151866,1,S530798,S530798 [CLAMP WEAR STRIP ISGT950 1150 3858MM],4,425.00,2025-05-30,Completed
90948,1,429V1601,429V1601 [ARM SHAFT],1,375.00,2021-04-19,Completed
90948,2,40X47,40X47 [SHAFT SPACER],2,25.00,2021-04-19,Completed
90948,3,40X5,40X5 [SHAFT SPACER],1,25.00,2021-04-19,Completed
72715,1,N072875,N072875 [LADLE ARM(SPECIAL FOR AHRESTY)],1,2675.00,2020-02-17,Completed
33991,1,N040211,N040211 [LINK] ,2,1675.00,2017-12-29,Completed
159116,1,S530745,S530745 [PIN FOR NOZZLE CYLINDER],1,250.00,2025-09-05,Completed
159116,2,TMT2628,TMT2628 [EXTENSION CLEVIS],1,1175.00,2025-09-05,Completed
88849,1,Y047350,Y047350 [PISTON ROD],1,1075.00,2021-03-25,Completed
88849,2,N033940,N033940 [CYLINDER],1,1250.00,2021-03-25,Completed
88849,3,637R4907,637R4907 [P SQUARE KEY],1,45.00,2021-03-25,Completed
88849,4,637R4902,637R4902 [P SQUARE KEY],1,45.00,2021-03-25,Completed
88849,5,695R1601,695R1601 [LOCK NUT],1,47.50,2021-03-25,Completed
99777,1,N066877,N066877 [INJECTION BUSHING],1,2185.00,2021-12-21,Completed
56106,1,637W9901,637W9901 [BRACKET],1,125.00,2019-03-13,Completed
56106,2,637W9902,637W9902 [BRACKET],1,125.00,2019-03-13,Completed
84040,1,N070102,N070102 [SHAFT],1,1495.00,2020-11-23,Completed
84040,2,Y018195,Y018195 [FLANGE],1,405.00,2020-11-23,Completed
42601,1,N054086,N054086 [SEAT C2G31 DC2250CS2],1,1795.00,2018-06-18,Completed
42601,2,N054087,N054087 [POPPET C2G31],1,1655.00,2018-06-18,Completed
105576,1,Y132076,Y132076 [ELECTRODE PROBE CHROME],6,65.00,2022-05-26,Completed
158117,1,CHG18074-03,CHG18074-03 [KEY FOR MOTOR EC1950SX3 PULLEY 3S 22X14X125MM],2,90.00,2025-09-02,Completed
144506,1,LML0028,LML0028 [SCREW ADAPTER ECSX 4A 4B U3 U4],1,815.00,2024-11-25,Completed
143269,1,309N9202,309N9202[BUSHING F/ LINK EC140SX EC140SXII],2,675.00,2024-09-27,Completed
109360,1,647S0202,647S0202[SHAFT],1,285.00,2022-09-01,Completed
109360,2,637R4910,637R4910[ P SQUERE KEY],1,40.00,2022-09-01,Completed
109360,3,637R4903,637R4903 [P SQUARE KEY],2,45.00,2022-09-01,Completed
109360,4,637R4905,637R4905 [KEY],1,48.00,2022-09-01,Completed
109360,5,637R4908,637R4908 [KEY],2,47.00,2022-09-01,Completed
109360,6,637R4909,637R4909 [KEY],1,42.00,2022-09-01,Completed
49022,1,H325459,H325459 [EJECTOR PLATE D],1,3325.00,2018-10-12,Completed
152370,1,H229126,H229126 [CLAMP PACKING RETAINING RING FOR ISGN 220 250],1,3695.00,2025-06-06,Completed
152370,2,TKR0005,TKR0005 [IDLER SHAFT EC390N EJECTOR],1,265.00,2025-06-06,Completed
105228,1,Y040402,Y040402 [LINER BRONZE DC350J],6,1150.00,2022-05-23,Completed
157220,1,Y153922,Y153922[SLIDE PLATE],4,1250.00,2025-08-22,Completed
155351,1,Y003999,Y003999 [SPROCKET],3,145.00,2025-07-18,Completed
72936,1,N069221,N069221 [EJECTOR ROD DC2500CS2],1,2250.00,2020-02-28,Completed
138618,1,609T6501,609T6501 [GLAND PACKING],1,445.00,2024-07-19,Completed
63608,1,N083306,N083306 [LINER BRASS],1,2725.00,2019-08-07,Completed
149787,1,N017857,N017857 [HOLDER GRIPPER DTO250~350SLH],2,1175.00,2025-04-04,Completed
149787,2,N02477G03,N02477G03 [GUIDE SHAFT],1,1550.00,2025-04-04,Completed
149787,3,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],4,615.00,2025-04-04,Completed
27076,1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],1,950.00,2017-08-07,Completed
75056,1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2,275.00,2020-04-09,Completed
110816,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],3,52.50,2022-10-17,Completed
68775,1,672V2001,672V2001 [SCREWED BUSHING],1,475.00,2019-11-06,Completed
154517,1,N086440,N086440 [POPPET DC3500CS],1,2250.00,2025-07-04,Completed
154517,2,Y142053,Y142053 [TIE ROD],4,175.00,2025-07-04,Completed
102751,1,685R1101,685R1101 [SUPPORT],4,148.00,2022-03-10,Completed
48658,1,Y003999,Y003999 [SPROCKET],5,125.00,2018-09-25,Completed
144710,1,647W6503,647W6503 [SLIDE PLATE ],4,425.00,2024-11-29,Completed
91893,1,4T448001,4T448001 [LEFT SCREW NUT],4,10.00,2021-05-25,Completed
143719,1,640R4902,640R4902 [SHAFT],2,825.00,2024-11-08,Completed
60842,1,363X1401,363X1401 [BUSHING],2,1050.00,2019-05-31,Completed
60842,2,363X1402,363X1402 [BUSHING],2,1000.00,2019-05-31,Completed
58305,1,N038440,N038440 [SLIDE BAR],2,835.00,2019-04-15,Completed
58305,2,H319810,H319810 [HOUSING],1,1255.00,2019-04-15,Completed
67687,1,Y011582,Y011582 [COVER],1,188.00,2019-10-16,Completed
111705,1,611V6701,611V6701 [ELECTRODE PROBE],4,81.75,2022-10-28,Completed
143916,1,H204815,H204815 [TIE BAR FOR ISGT720 CLAMP 3150MM 124],1,8125.00,2024-12-03,Completed
64365,1,N02477G03,N02477G03 [GUIDE SHAFT],1,1550.00,2019-08-15,Completed
43916,1,4T123801,4T123801 [LEFT SCREW NUT],12,7.50,2018-07-05,Completed
43916,2,4T122501,4T122501 [RIGHT SCREW BOLT],9,45.00,2018-07-05,Completed
43916,3,4T122502,4T122502 [LEFT SCREW BOLT],5,42.50,2018-07-05,Completed
136345,1,N009500,N009500 [GUIDE],1,970.00,2024-05-24,Completed
136345,2,Y013991,Y013991[SEAL CAP],1,325.00,2024-05-24,Completed
146846,1,611V6701,611V6701 [ELECTRODE PROBE Y102648],3,85.00,2024-12-27,Completed
31589,1,N02477G03,N02477G03 [GUIDE SHAFT] N02477G03 [GUIDE SHAFT],2,1550.00,2017-12-01,Completed
104526,1,4T122501,4T122501 [RIGHT SCREW BOLT],2,45.00,2022-04-26,Completed
104526,2,Y060926,Y060926 [ LS BRACKET ] ,1,365.00,2022-04-26,Completed
32916,1,Y052727,Y052727 [SPROCKET] ,3,475.00,2017-12-11,Completed
148710,1,4T123401,4T123401 [LADLE PIN],2,65.00,2025-03-07,Completed
148710,2,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,4,390.00,2025-03-07,Completed
87161,1,N069221,N069221 [EJECTOR ROD DC2500CS2],4,2250.00,2021-02-09,Completed
87161,2,N069222,N069222 [EJECTOR ROD],4,2250.00,2021-02-09,Completed
103275,1,N124500,N124500 [PLUNGER SLEEVE],1,2985.00,2022-04-01,Completed
117200,1,S486145,S486145 [TIE BAR NUT ISGS610],6,795.00,2023-04-14,Completed
130867,1,Y019692,Y019692 [FLANGE-B],1,595.00,2024-02-02,Completed
130867,2,Y019691,Y019691 [BUSHING],1,132.50,2024-02-02,Completed
130867,3,647W6503,647W6503 [SLIDE PLATE ],2,425.00,2024-02-13,Completed
89819,1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2,960.00,2021-04-07,Completed
89819,2,6S331301,6S331301 [GUIDE SHAFT],2,725.00,2021-04-07,Completed
72315,1,9W331301,9W331301 [COVER FOR DC500J- MS],1,325.00,2020-01-31,Completed
94690,1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],1,2200.00,2021-07-26,Completed
64205,1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2019-08-13,Completed
78162,1,672V2001,672V2001 [SCREWED BUSHING],2,475.00,2020-06-17,Completed
108491,1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],4,355.00,2022-08-10,Completed
108491,2,N072802,N072802 [EJECTOR ROD],4,835.00,2022-08-10,Completed
108485,1,684V2001,684V2001 [BUSHING],2,375.00,2022-08-17,Completed
108485,2,Y093737,Y093737 [BUSHING],2,415.00,2022-08-17,Completed
108485,3,9X457904,9X457904 [TIE BAR BUSHING],6,775.00,2022-08-17,Completed
108485,4,9X457905,9X457905 [BUSHING],4,665.00,2022-08-17,Completed
108485,5,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2,330.00,2022-08-17,Completed
108485,6,8X20BS,8X20BS [BRASS SCREWS],12,2.75,2022-08-17,Completed
114245,1,396W7701,396W7701 [ARM SHAFT FOR DTO650~800L],1,1380.00,2023-01-12,Completed
114245,2,60X5,60X5 [SHAFT SPACER] 45x28 [SHAFT SPACER],1,45.00,2023-01-12,Completed
114245,3,45X28,60X5 [SHAFT SPACER],1,35.00,2023-01-12,Completed
114245,4,414S3501,414S3501 [SPROCKET],1,100.00,2023-01-12,Completed
114245,5,40X49,40X49 [ SHAFT SPACER ],4,32.00,2023-01-12,Completed
110745,1,469R3202,469R3202 [INJECTION BUSHING DC2500CS-2],1,525.00,2022-10-07,Completed
110745,2,637R3601,637R3601 [SHAFT],5,775.00,2022-10-07,Completed
59345,1,Y187363,Y187363 [PLATE] ,20,38.00,2019-03-28,Completed
144466,1,Y006291,Y006291 [SPROCKET],2,425.00,2024-11-22,Completed
56738,1,Y067509,Y067509 [SHAFT FOR SAFETY GATE],8,158.00,2019-03-18,Completed
56738,2,Y067510,Y067510 [SHAFT FOR SAFETY GATE] ,8,158.00,2019-03-18,Completed
154649,1,Y006291,Y006291 [SPROCKET],4,425.00,2025-07-04,Completed
154649,2,Y006298,Y006298 [BEACASE],1,350.00,2025-07-04,Completed
154649,3,Y006502,Y006502 [SPACER],1,110.00,2025-07-04,Completed
93316,1,N029282,N029282 [POPPET],1,1250.00,2021-05-31,Completed
108877,1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2,550.00,2022-08-19,Completed
76417,1,9W4210G02,9W4210G02 [COOLING PIPE],2,355.00,2020-05-06,Completed
34156,1,625W1701,625W1701 [LINK PIN BUSHING] ,3,500.00,2017-12-06,Completed
132255,1,Y019691,Y019691 [BUSHING],2,132.50,2024-03-01,Completed
65319,1,N912375,N912375 [ENCLOSURE],1,575.00,2019-08-29,Completed
72665,1,685R1001,685R1001 [ELECTRODE ROD ],11,52.00,2020-02-14,Completed
78360,1,609T2102,609T2102 [TIE BAR BUSHING DC350CL-3],8,595.00,2020-06-24,Completed
24379,1,Y040402,Y040402 [LINER BRONZE DC350J] ,2,1100.00,2017-06-27,Completed
140198,1,4T123301,4T123301[PIN],1,85.00,2024-07-30,Completed
70828,1,Y003572,Y003572[PLATE],2,45.00,2020-01-02,Completed
70828,2,Y078814,Y078814 [SETTING PLATE],2,85.00,2020-01-02,Completed
70828,3,611S3304,611S3304 [DOG],1,125.00,2020-01-02,Completed
70828,4,611S3303,611S3303 [DOG],1,125.00,2020-01-02,Completed
70828,5,680S8401,680S8401 [LS PLATE],1,75.00,2020-01-02,Completed
70828,6,617V7702,617V7702 [LS PLATE],1,265.00,2020-01-02,Completed
70828,8,611S3301,611S3301 [DOG],1,65.00,2020-01-02,Completed
70828,9,617V7701,617V7701 [LS PLATE],1,265.00,2020-01-02,Completed
70828,10,603S2801,603S2801 [DOG SHAFT],1,275.00,2020-01-02,Completed
70828,11,611S4501,611S4501 [PLATE],1,80.00,2020-01-02,Completed
70828,12,N069342,N069342[CYLINDER BASE],1,655.00,2020-01-02,Completed
70828,13,N069341,N069341[CYLINDER BASE],1,655.00,2020-01-02,Completed
70828,14,459V8801,459V8801 [FLANGE],1,550.00,2020-01-02,Completed
70828,16,9X090901,9X090901 [BLOCK],2,375.00,2020-01-02,Completed
70828,17,624V3901,624V3901 [COVER],2,95.00,2020-01-02,Completed
70828,18,617V0601,617V0601 [JOINT PLATE],1,165.00,2020-01-02,Completed
70828,19,611S3302,611S3302 [DOG],1,65.00,2020-01-02,Completed
70828,20,9X091001,9X091001[PLATE],1,485.00,2020-01-02,Completed
155595,1,Y006291,Y006291 [SPROCKET],2,425.00,2025-07-25,Completed
155595,2,Y006298,Y006298 [BEACASE],2,350.00,2025-07-25,Completed
155595,4,Y006502,Y006502 [SPACER],2,110.00,2025-07-25,Completed
155595,6,Y006501,Y006501 [SPACER],1,125.00,2025-07-25,Completed
155595,7,Y042157,Y042157 [CROSS HEAD BUSHING],4,495.00,2025-07-25,Completed
125728,1,611V6701,611V6701 [ELECTRODE PROBE Y102648],7,85.00,2023-09-27,Completed
34157,1,Y069059,Y069059 [ROLLERS FOR SAFETY DOOR (DC1650CS)],1,198.00,2017-12-08,Completed
34157,2,Y069060,Y069060 [SPACER],1,55.00,2017-12-08,Completed
34157,3,Y069063,Y069063 [SHAFT FOR ROLLER (DC1650CS)],1,195.00,2017-12-08,Completed
22721,1,N040214,N040214 [BRACKET FOR DC800CLHT],1,1175.00,2017-05-31,Completed
51917,1,N02477G03,N02477G03 [GUIDE SHAFT],2,1550.00,2018-12-17,Completed
97617,1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2,2225.00,2021-10-20,Completed
134816,1,S194010,S194010 [FLANGE FOR ISG I59 DIRECT DRIVE],1,175.00,2024-04-05,Completed
110036,1,Y026064,Y026064[GUIDE SHAFT],2,45.00,2022-09-19,Completed
110036,2,Y026063,Y026063 [ COVER ],1,45.00,2022-09-19,Completed
110036,3,N017860,N017860[COVER],1,295.00,2022-09-19,Completed
110036,4,N017861,N017861[COVER],1,295.00,2022-09-19,Completed
110036,5,N069222,N069222 [EJECTOR ROD],2,2250.00,2022-09-19,Completed
110036,6,N069221,N069221 [EJECTOR ROD DC2500CS2],2,2250.00,2022-09-19,Completed
112153,1,S661866,S661866 [IDLER SHAFT EC390 CLAMP],1,215.00,2022-11-18,Completed
112153,2,TKR0054,TKR0054[LINK PIN 2 FOR ECN ECNII 350 390},4,395.00,2022-11-18,Completed
112153,3,TMG0038,TMG0038 [LINK PIN 2 FOR EC55SX EC85SX],1,415.00,2022-11-18,Completed
33837,1,611V6701,611V6701 [ELECTRODE PROBE] ,5,81.75,2017-12-12,Completed
131563,1,TKF0010,TKF0010 [SET SCREW ],32,10.00,2024-02-16,Completed
39117,1,N049364,N049364 [LADLE SHAFT] ,2,1250.00,2018-03-19,Completed
110585,1,H39575G01,H39575G01 [INJECTION COUPLING DC800JMS ],3,2780.00,2022-10-04,Completed
110585,2,438S5701,438S5701[SPACER],3,325.00,2022-10-04,Completed
89818,1,N127433,N127433 [SHAFT FOR SAFETY HOOK],2,695.00,2021-04-07,Completed
116692,1,S657138,S657138 [IDLER SHAFT FOR EC240 EJECTOR],1,230.00,2023-03-22,Completed
132917,1,S183007,S183007 [SPLIT COLLAR ISE ISG EC 8A 8B 10A 10B],6,395.00,2024-03-28,Completed
117201,1,S536332,S536332[EXTENSION ROD FOR CARRIAGE ISG500 610 59B 569MM],1,450.00,2023-03-29,Completed
115416,1,Y153922,Y153922[SLIDE PLATE],4,1175.00,2023-02-28,Completed
83460,1,N013391,N013391 [SHAFT FOR POUR ASS'Y],4,500.00,2020-11-04,Completed
28797,1,9W331301,9W331301 [COVER FOR DC500J- MS],2,325.00,2017-09-15,Completed
43678,1,N039714,N039714 [FLANGE],1,375.00,2018-06-28,Completed
116645,1,H323581,H323581 [INJECTION BUSHING],1,1875.00,2023-02-14,Completed
116645,2,H323583,H323583 [INJECTION BUSHING],1,1075.00,2023-02-14,Completed
109765,1,650T5001,650T5001 [SPRING KEEPER FOR DHS-T],6,125.00,2022-09-14,Completed
31588,1,Y026063,Y026063 [ COVER ],2,45.00,2017-12-04,Completed
132678,1,N066873,N066873 [BUSHING],1,1995.00,2024-03-22,Completed
93908,1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],9,55.00,2021-07-20,Completed
93908,2,650T5001,650T5001 [SPRING KEEPER FOR DHS-T],5,125.00,2021-07-20,Completed
82805,1,388W45-12,388W45-12 [EJECTOR ROD FOR DC3500CS],4,1475.00,2020-10-20,Completed
150957,1,9T596001,9T596001 [GUIDE SHAFT SUPPORT],2,1100.00,2025-04-25,Completed
150957,2,N019729,N019729 [SHAFT FOR DTO350SLH WRIST MOVEMENT],1,1450.00,2025-04-25,Completed
127507,1,TMG0038,TMG0038 [LINK PIN 2 FOR EC55SX EC85SX],4,395.00,2023-11-15,Completed
78759,1,Y023414,Y023414 [STOPPER],1,425.00,2020-07-03,Completed
114697,1,Y006502,Y006502 [SPACER],1,110.00,2023-01-23,Completed
114697,2,Y006298,Y006298 [BEACASE],1,310.00,2023-01-23,Completed
114697,3,Y006501,Y006501 [SPACER],1,90.00,2023-01-23,Completed
114697,4,Y089908,Y089908 [LADLE PIN],1,105.00,2023-01-23,Completed
113675,1,Y006291,Y006291 [SPROCKET],3,375.00,2022-12-30,Completed
113675,2,N064799,N064799 [SHAFT],3,775.00,2023-01-02,Completed
73195,1,Y028949,Y028949 [SHAFT],1,760.00,2020-02-27,Completed
73195,2,9W4210G02,9W4210G02 [COOLING PIPE],2,355.00,2020-02-27,Completed
