PO_Number,Date,Vendor_Name,Description,Quantity
031521-01,3/15/2021,PRECISE ROTARY DIE,P/N 299X4801 SLEEVE  (repeat item) | MATERIAL : 4140 PH (28 Rc) 1 ea | 3 STEP GRINDING | OD  100g6  ( 3.9365 // 3.9357  )  @ 0.8 Texture                           (3.9361 +/- .0004) 200/ea | ID  65  (+.019 ) ( 2.5590 // 2.5598   @ 0.8 Texure                  (  2.5594 +/- .0004) | ID 55 (+.019 )  ( 2.1660 // 2.1653  ) @ 0.8 Texure                       ( 2.1656 +/- .0003) | ALL OD AND ID CONCENTRIC WITHIN .0005,1
031521-01,3/18/2021,PRECISE ROTARY DIE,P/N N106857 PISTON | MATERIAL : DURABAR 1 ea | 2 STEP GRINDING | OD 110g6  (4.3302 // 4.3298 // 4.3294)  @ 0.8 Texture  (4.3297 +/- .0003) 175/pcs | OD 85H7 ( 3.3478 // 3.3471 // 3.3465 )      & Texture 0.8                     3.3471 +/- .0005 | ALL OD AND ID CONCENTRIC WITHIN .0004 WITH .985 HOLE,1
031522-01,3/15/2022,DELTA GRINDING,N02477G03 | Material at 1.25 | Need OD Grinding  TO 1.1795 /1.1800 9 ea,9
031522-02,3/15/2022,DELTA GRINDING,Need OD Grinding  TO 1.6530 /1.6500,8
031523-01,3/15/2023,"Expert Metal Finishing, Inc",P/N :LS1156471 HEX ROD THREADED | MATERIAL 1018 11 ea | PROTECTIVE FINISH: | Finish 5.1.1 OF MIL-STD-171 with non-chromic acid rinse,11
031523-01,3/15/2023,"Muck Engineering, Inc.",P/N N079566 SLEEVE | MATERIAL : 4140 AN 1 ea | ID Honning to 7.6784 / 7.6772  (Now at 7.66 ) | Please keep close to  the max size if there will be  spots on the surface (will polish after),1
031620-01,3/16/2020,"Expert Metal Finishing, Inc",P/N : N106857-GUIDE 1 ea | MATERIAL  DURABAR 65-45 | NO CERTS PLEASAE,1
031620-01,3/16/2020,PRECISE ROTARY DIE,"P/N N106850 POPPET | MATERIAL : 4130  Rc 1 ea | 2 STEP GRINDING | ID 59H8  (   2.3246 // 2.3237 // 2.3228)  X .79  (20 mm)DEEP  & Texture 0.4    237 +/- .0005 125/ ea | OD 69.99 /69.985    (2.7519 // 2.7521)         2.7520 +/- .0001 | CAN INDICATE OD FOR ""0""",1
031620-03,3/16/2020,PRECISE ROTARY DIE,P/N 698T6001 8 KEY SPLINED SHAFT 1 ea | P/N 698T6002 4 KEY SPLINED SHAFT 1 ea | OD 38d9 ( 1.4929 // 1.4917 // 1.4905 ) 1.5917 +/- .0005 100/ea | OD 30js6  2 PL ( 1.1814 // 1.1811 // 1.1808) 1.1811 +/- .0003,1
031622-01,3/16/2022,PRECISE ROTARY DIE,P/N N036471 PISTON | MATERIAL : 4140 PH  28 Rc 1 ea | 2 STEP  OD GRINDING | 110e7  (4.3279 // 4.3272 // 4.3265) 4.3272 +/- .0005 125/ea | 30e7 (1.1795 // 1.1791 // 1.1787) 1.1791 +/- .0004 | 29.9 /29.8 (1.1775 /1.1735) x 5.83 FROM THE RIGHT END 1.1750 +/- .0015 | ******PLEASE BREAK SHARP EDGES  .005 to .01 IN THE GROOVES FOR 110 dia ****,1
031720-04,3/17/2020,"Expert Metal Finishing, Inc","P/N :8357330 SPACER-NEDDLE BEARING | MATERIAL 1010  60Rc  FILE HARD | PHOSPHATE TYPE ""M"" CLASS 1 SPEC MIL-P-16232 | CERTIFICATION REQUIRED",2550
031722-02,3/17/2022,PRECISE ROTARY DIE,P/N H313389 SEAT | Material 4140PH 1 ea | 100H8  ID   3.9391//3.9370   (& 0.8 SURFACE TEXTURE)   || MID 3.9381 +/- .001 || | 95 H8 ID  3.7423 // 3.7402     (AT 0.8 TEXTURE)               || MID 3.7412 +/- .0007|| | 160g6 OD ALL OVER (AT 0.8 TEXTURE) 6.2987 // 6.2977   ||  MID (6.2982 +/- .0005) || 300/ea,1
031821-01,3/18/2021,"J&C Engineering Inc,",P/N 7269336 BLOCK | MATERIAL : 1018 | Material coming from Alro | Laser Cut Outside Profile | Please use all material  (I can stock for next order),
031821-02,3/18/2021,PRECISE ROTARY DIE,P/N N045969  PISTON | MATERIAL : 4140 AN 1 ea | 3 STEP  OD GRINDING | 85e7  ( 3.3436 // 3.3429 // 3.3422 ) 3.3429 +/- .0005 125/ea | 25e7  ( .9817 // .9813 // .9810 ) .9813 +/- .0003 | 24.9 /24.8  (.980  / .977 )   X 4.51 FROMM SMALL END .9785   +/- .001,1
031821-03,3/18/2021,PRECISE ROTARY DIE,P/N N013391 SHAFT (4 step grinding) | Material 4140 AN 1ea | ID ONLY CONCENTRIC WITH OD .001 | ID  (7.6772 // 7.6784)  @ 0.8 Ra Texture (I can polish more after grinding),1
031824-01,3/18/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N 12304481-1 1037 pcs | QUENCH AND TEMPER TO 36-42 Rc | CERTIFICATION REQUIRED,1037
031825-01,3/18/2025,HOPKINS MACHINE CORP,MATERIAL  :4140 ANN | P/N TMT0008 Roughing only with stock for finis after OD Grinding 6 ea | MILL SIDE SLOT to 16.5  (.65 IN )Deep and 48 mm (1.88 ) wide to the Center line | Drill 2 x 2 M16 Taps 50 MM from center | Drill to 38 MM (1.5 ) deep tap to 30MM  (1.2 ) Deep | ASAP Please (We are past due on these ons),6
031825-03,3/18/2025,DELTA GRINDING,MATERIAL  : 4130 ANN | 7C49-PIN | OD grinding to .4950 /.4955 545 ea,525
031918-00,3/19/2018,BODYCOTE,MATERIAL  :H13 already q+t TO 45 Rc | P/N  9W306305 | ION NITRIDE .008 DEEP CASE HV 900 ( 67Rc ) 3ea | Masking per dwg 9W306305 Yellow marked areas (Both ends and the key ) | Plesae deliver to Melrose Loaction ASAP (THANK YOU!) | NO CERTS!,3
031918-01,3/19/2018,GENERAL  SURFACE  HARDENING,RUSH PLEASE FOR ALL BUSHINGS | MATERIAL  : 1026  (4.56 OD x 3.92 ID x 4.3/16 Long) | P/N  625W1701  BUSHING | CARBURIZED  ALL OVER TO 60  - 62 Rc  (TO THE MAX) | 1/16 IN DEEP  +/- 1/64 | NO CERTS!,9
031918-01,3/19/2018,"NOVA CHROME Inc,",P/N 609T1001 BUSHING 12 ea     (MAERIAL :4140 PH  AND NITRIDE TO 62 RC) 12 ea | 609T1002-BUSHING  4ea    (MAERIAL :4140 PH  AND NITRIDE TO 62 RC) 4ea | HARD CHROME ON OD ONLY     (NO PLATING ON ID AND ENDS) | .0005   IN CAN BE .00075 max per side | .001 MIN  PER DIAMETER CAN BE MAX .0015 PER DIAMETER ) | FINISHED OD DOMENSION   3.5448 /3.5455 IN | NOW OD MEASURE 3.5440 | NO CERTS,4
031921-01,3/19/2021,"J&C Engineering Inc,",P/N BULK373NI | MATERIAL : WHITE DELRIN,
031921-01,3/19/2021,PRECISE ROTARY DIE,P/N N071870  PISTON | MATERIAL : 4140 AN 1 ea | 3 STEP  OD GRINDING | 35e7  ( 1.3760// 1.3755 //1.3750 ) @ 0.8 Ra 1.3755 +/- .0005 125/ea | 18e7  ( .7064 //.7060 .7057 )  @ 0.4 Ra .7060 +/- .0004 | 17.6 / 17.5  (.693  / .689 )   7.62 from small end   @ 3.2 Ra .691 +/- .001,1
031921-02,3/19/2021,DELTA GRINDING,N067821 2 ea | N067822 2 ea | Need OD Grinding  TO 1.531 +/- .0015     & 0.8 Ra,4
031925-01,3/19/2025,Skild Plating Co.,Material 4130 ANN | P/N 12569629-7C49 550 ea | Fe/Zn5 TYPE II CLASS 3 COLOR YELLOW | CERTIFICATION PLEASE,550
031925-01,3/19/2025,"Expert Metal Finishing, Inc","P/N :12592238 BUSHING, SLEEVE | MATERIAL  1018 | FINISH 5.3.2.1 OF MIL-STD-171 | PLUS OIL TREATMENT PER MIL-PRF-3150 | (Please sign the certs) | CERTIFICATION REQUIRED",255
031925-01,3/19/2025,Skild Plating Co.,Material 1018 | P/N 12592238 BUSHING SLEEVE 275 ea | FINISH:5.3.2.1 OF MIL-STD-171 | PLUS OIL TREATMENT PER MIL-PRF-3150 | CERTIFICATION PLEASE,275
031925-02,3/19/2025,HOPKINS MACHINE CORP,MATERIAL  :4140 ANN | P/N TMW0002 Roughing only with stock for finis after OD Grinding 2 ea | OD TRUNING WITH .04/.035 GRINDING STOCK   -LENGTH TO SIZE 930MM (36.615 IN) | MILL SIDE SLOT to 19.5 mm (.76 IN )Deep and 54 mm (2.12 ) wide to the Center line | Drill 2 x 2 M2 Taps 60 MM (2.362 ) from center | Drill to 45 MM (1.8 ) deep tap to 35MM  (1.4 ) Deep,2
032018-00,3/20/2018,PRECISE ROTARY DIE,P/N 609T1001  AFTER OD CHROME) | MATERIAL : 4140 - 50  Rc 12 ea | OD 90p6 ( 3.5456 // 3.5448  ) OD 3.5456 /3.5448 10 /ea,12
032018-01,3/20/2018,Rockford Heat Treaters,MATERIAL  :H13  @ 45 Rc | P/N 9W306305 LINK PIN 3 ea | PARTS ARE QUENCH AND TEMPERED  @45  Rc  now | GAS Nitride Harden to MAX | if  possible (65 Rc at .006  to .01 in deep) | DWG ASKS FOR HV1100 at .2 mm   (.008 In) | NO CERTS (JUST TEST RESULTS ON THE PACKING SLIP),3
032018-01,3/20/2018,DELTA GRINDING,Please rush (if possible tomorrow) | Y055512 SHAFT | Need OD Grinding  TO 42 MM   +0 /-.05 mm 4 ea | OD GRINDING TO 1.531 ( +/- .002),4
032024-01,3/20/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  TMK0038 LINK PIN 1.3/8 Rd x 5.0 9 ea | Test on the end with no hole /min grinding please | Quench and temper to   56 Rc   +/- 2 | No certs/Please call if they are not in the spec,9
032025-01,3/20/2025,DELTA GRINDING,MATERIAL  : 1018 | 12592238 BUSHING | OD grinding to  0.6264 +/-.0004 275 ea,275
032025-02,3/20/2025,"Expert Metal Finishing, Inc",P/N :12568991 BRACKET Rev-D | MATERIAL  1018 | FINISH 5.1.1 OF MIL-STD-171 WITH NON CHROMIC ACID RINSE | PLUS OIL TREATMENT PER MIL-PRF-3150 | (Please sign the certs) | CERTIFICATION REQUIRED,117
032118-01,3/21/2018,DELTA GRINDING,For Friday AM Please | N079122 SHAFT | Need OD Grinding  TO 42 MM   +0   / -.1 mm 5 ea | OD GRINDING TO 1.651 ( +/- .002),5
032118-04,3/21/2018,PRECISE ROTARY DIE,P/N 12474538 BUSHING | MATERIAL : 17-4 PH STAINLESS STEEL 6 ea | EDM THE KEY WAY PER DXF  .095 /.100 wide by  .389 from far edge (SEE DWG) 10 /ea,6
032119-01,3/21/2019,PRECISE ROTARY DIE,MATERIAL  : 4140  PH  (P/N- N038440 SHAFT) | 24e7 (.9433 // .9429 // .9425)                                                          0.9429  +/- .0004 | 16e7 (.6287 // .6283 // .6280) .6283 +/- .0003 90/ea,2
032122-01,3/21/2022,PRECISE ROTARY DIE,P/N 647S0201 SAHFT | MATERIAL : 4140 PH  28 Rc 3 ea | 2 STEP  OD GRINDING ***NO SIDE TOUCH*** | 20js6 (ON THE THREAD SIDE) (.7877 // .7871) .7874 +/- .0003 40 $/ea | NO SIDE TOUCH | 20m6                                         (.7882 //.7877) .7880 +/-.0002,3
032123-01,3/21/2023,DELTA GRINDING,388W4512 ROD 2ea | Need OD Grinding  TO 1.6530 /1.6500 | N069222 ROD 1 ea | NEED OD to  1.927 +/- .001,4
032124-01,3/21/2024,PRECISE ROTARY DIE,MATERIAL  : 4140  AN | N117348 SLEEVE 2 ea | ID 170+ .205/+.165 mm (6.7005//6.7000 // 6.6995) 6.7000 +/- .0005 125/ea,2
032218-00,3/22/2018,PRECISE ROTARY DIE,P/N 625W1701 BUSHING | MATERIAL : 4130 60 Rc 8 ea | OD 115p6  (4.5299 // 4.5294 // 4.5290 OD 4.5295  +/- .0004 150 /pcs | ID 100F7  (3.9398 // 3.9391 // 3.9384 ) ID 3.9391 +/- .0005,8
032221-01,3/22/2021,"NOVA CHROME Inc,",MATERIAL  :N071870 PISTON ROD 1ea | N049686  Piston 1 ea | .0010  /.0012 PER DIAM HARD CHROME LOCALY ONLY PER PRINT | (.0005 WALL THICKNESS MAX) | No certs,2
032221-01,3/22/2021,"NOVA CHROME Inc,",Parts are coming from Delta Grinding (with no papers) | P/N N02477G03  TUBING | MATERIAL: 1026 | HARD CHROME | PLATING .0002 to .0003 THICK (per side) | ONLY ON THE OD  - NOT ON THE THREAD  AND  STEP IF POSSIBLE) 4 ea | NO CERTS,4
032221-01,3/22/2021,PRECISE ROTARY DIE,MATERIAL  : 4140  PH  (P/N- N031988 SHAFT) | 4 step OD 2 ea | 45js6  (1.7720 // 1.7717 // 1.7713)                               1.7717+/- .0003 | 30js6  (1.1814 // 1.1811 // 1.1808 )                               1.1811 +/- .0003 100/ea | 28js6   (1.1026 // 1.1024 // 1.1021 )                          1.1024 +/- .0003 | 35js6    (1.3783 // 1.3780 // 1.3776 )                         1.3780 +/- .0003,2
032221-01,3/22/2021,DELTA GRINDING,N02477G03 | Need OD Grinding  TO 1.1795 /1.1800 4 ea | Parts go to Nova Chrome after PLEASE,4
032221-03,3/22/2021,PRECISE ROTARY DIE,P/N 614W1001 SLEEVE | Material 4140 AN 1ea | ID ONLY CONCENTRIC WITH OD .001 | ID 160.01 // 159.97   (6.2996 // 6.2980)  @ 0.8 Ra Texture,1
032221-03,3/22/2021,"Expert Metal Finishing, Inc",P/N : N106857-GUIDE 1 ea | MATERIAL  DURABAR 65-45 | NO CERTS PLEASAE,1
032223-01,3/22/2023,Automatic Anodizing,P/N LS1097899 SPACER | Protective Finish MIL-DTL-5541  TYPE II 70 ea | Size 1.5 Dia x .4 thick | NEED CERTIFICATION PLEASE !,70
032224-01,3/22/2024,PRECISE ROTARY DIE,P/N 6R893601 POPPET | MATERIAL : 4130 -56 Rc 3 ea | 3 STEP Grinding | 99.4h7 (3.9134 // 3.9127 //  3.9120 )  ( 3.9127 +/- .0005 ) | 40f7 (1.5728 //1.5723 //1.5718 )                              1.5723 +/- .0003 | Critical Dim  .0001 tolerance | 89.990 /89.985  (3.5429 // 3.5427 )        3.5428   +/- .0001,3
032224-01,3/22/2024,F & S Complete Grinding,MATERIAL  : 4140  AN | N117348 SLEEVE 2ea | ID 170+ .205/+.165 mm (6.7005//6.7000 // 6.6995) 6.7000 +/- .0005,2
032318-01,3/22/2018,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  623T9801 PLUNGER | Quench and Temper to 28 Rc +/-2 | NO CERTS!,12
032325-06,6/23/2025,PRECISE ROTARY DIE,P/N TMT0008 LINK PIN | MATERIAL :4130 -50 Rc 6 ea | OD GRINDING  TO 140f6  (140  -.043 /-.068) 150/ea | OD 5.5100  // 5.5095 // 5.5091  @0.8 Texture 5.5095 +/- .0004,6
032417-01,3/24/2017,DELTA GRINDING,10920712 SHAFT | Need OD Grinding  TO .748 In Diam +/- .0005 110 ea,110
032417-02,3/24/2017,"Expert Metal Finishing, Inc",P/N : 10920712 SHAFT | Material : 1018 | FINIS:  PHOSPHATE TYPE Z CLASS 1 | SPEC MILL-P-16232 110 ea | Certs Required,110
032422-01,3/24/2022,PRECISE ROTARY DIE,MATERIAL  : 4140  PH  (P/N 637R3601 SHAFT)                                                          QTY: | 24.8 +/-0.1  MM           ( .9760 +/-.0035)     RIGHT SIDE KISS | 30js6 (1.1814 // 1.1811 // 1.1808) LEFT SIDE KISS                           1.1811 +/- .0004 | 22h6 (.8661 // .8659 // .8656 ) .8659 +/- .0002 | 20h6 (.7874 //.7871 //.7869 .7871 +/- .0003 | 43 +/- .1    (1.695 // 1.690) JUST TOUCH                                                  1.693 +/- .002,6
032422-01,3/24/2022,DELTA GRINDING,N069221 2 ea | N069222 4 ea | Need OD Grinding  TO 1.929 / 1.926   & 0.6 Ra,6
032424-01,3/24/2024,DELTA GRINDING,12304481-1 PIN | Part are at .245/.246  now 1040 ea | STEP 1 Need OD Grinding  TO .2395 /.240 | STEP 2 Need Groove grinding to .211 /.210 with max .01 Rd at bottom x 1.240/1.230,1040
032425-01,3/24/2025,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140  AN | TMW0002 LINK PIN 6.72Rd X36.5/8 Long 2 ea | Quench and Temper  to 52-56 Rc ALL OVER | No certs,2
032524-01,3/25/2024,DELTA GRINDING,TMK0038 LINK PIN | MATERIAL  : 4140  50/56 Rc 9 ea | 35f6 -.025/-.041 (1.3770 //1.3763) 1.3767 +/- .0003,9
032525-01,3/25/2025,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140  AN | TMN0026 LINK PIN 4.0 Rd X23.3/8Long 2 ea | TMN0027 LINK PIN 2.0 Rd x 7.5/8 3 ea | TMW0003 LINK PIN 3.5/8 Rd x 12.3/4 4 ea | TMM0026 LINK PIN 3.3/8 Rd x 19.3/4 2 ea | TKR0054 LINK PIN 2.3/8 Rd x 7.5/8 8 ea | Quench and Temper  to 52-56 Rc | NO CERTS,19
032525-01,3/25/2025,DELTA GRINDING,MATERIAL  : 4130 ANN | 7C49-PIN | OD grinding to .4950 /.4955 1045 ea,1045
032525-26,3/25/2025,DELTA GRINDING,GRAPHITE ROD | Need GRINDING TO  0.3160 - .3165 26 ea | Note:,26
032621-01,3/26/2021,PRECISE ROTARY DIE,P/N N054085 PISTON HEAD | MATERIAL : 4140 PH 1 ea | 3 step grinding | ID 45H9  (1.7740 // 1.7730 // 1.7720)  @ 0.8 Texture 1.7730 +/- .001 | ID 130H7  (5.1195 //5.1190 // 5.1184 )  @ 0.8 Ra  0.0002 CONCENTRIC WITH 1.773 | OD 185g6 (7.2829 // 7.2823 // 7.2817 )  @ 0.4 Texture                  7.2823 +/- .0004,1
032624-01,3/26/2024,GENERAL  SURFACE  HARDENING,"P/N 12287035 PIN HINGE, REV-E | MATERIAL 4130 AN | Quench and Temper to 26-32 Rc 2080 ea | Clean after please SAND BLAST FOR CAD PLATE | WE NEED TO DROP OFF TO Belmont Plating Works after for CAD Plating | Certification Required",2080
032625-01,3/26/2025,Skild Plating Co.,Material 4130 ANN | P/N 12569629-7C49 1045 ea | Fe/Zn12 TYPE V or VI  CLASS 3 COLOR CLEAR | WITH TRIVALENT POST CHROME TREATMENT | HIGH PROTECTION CHROME | CERTIFICATION PLEASE,1045
032625-02,3/25/2025,DELTA GRINDING,MATERIAL  : 4130 ANN | 10C99 PIN | OD grinding to .7450 /.7455 560 ea,560
032718-01,3/27/2018,"Expert Metal Finishing, Inc",P/N :N071871 PISTON | MATERIAL - CAST IRON | SAME DAY SERVICE PLEASE (Needed tomorrow:Thank yo) | NO CERTS,2
032718-01,3/27/2018,Skild Plating Co.,Material  17-4   - 40 Rc | P/N 12474538 ADAPTER | FINIS  : PASSIVATION   PER | CERT REQUIRED PLEASE,6
032725-01,3/27/2025,DELTA GRINDING,12012170 - SHAFT 500 ea | Need OD Grinding  TO  0.498 /0.499,500
032725-03,3/27/2025,Skild Plating Co.,"Material 4130 ANN | P/N 12387350-10C99 PIN (MS2392 PLN) 588 ea | Finish: 1.9.2.2  Of MIL-STD-171  SC3,  .0005 Thick | ZINC COATING ASTM B633 TYPE II with supplementary chromate treatment | CERTIFICATION PLEASE",588
032818-01,3/28/2018,PRECISE ROTARY DIE,P/N Y047350 | MATERIAL : 4140 PH 2ea | 2 STEP OD GRINDING | 35e7 mm OVER BRONZE ONLY  ( 1.3760 /1.3755 // 1.3750) 1.3755  +/- .0005 | 18e7 mm    (.7065  +/- .0002 )  @0.8 TEXTURE PLEASE) .7065   +/- .0002 | ALLOWANCE FOR CHROME PLATING INCLUDED!,2
032819-01,3/28/2019,GENERAL  SURFACE  HARDENING,MATERIAL  : 4130 AN | P/N  N073299 | CASE HARDEN TO 56 Rc (+/-2)  1/16 to .5/64  (.06 to .08    DEEP per side 1 ea | ONLY ON THE BIG DIAM AND THE BIG CHAMFER AND RADIUS DOWN TO THE SHAFT | PLEASE TEST HARDNESS ON THE BIG DIAMETER | NO CERTIFICATION,1
032822-01,11/23/1900,"NOVA CHROME Inc,",P/N N02477G03  TUBING | MATERIAL: 1026 | HARD CHROME | PLATING  .0005 WALL  HARD CHROME | ONLY ON THE OD  - NOT ON THE THREAD  AND  STEP IF POSSIBLE) 16 ea | NO CERTS,16
032825-01,3/28/2025,"Expert Metal Finishing, Inc",P/N :L481902 WRENCH | MATERIAL  1018 | FINISH BLACK OXIDE | No Certs,1
032918-00,3/29/2018,BODYCOTE,MATERIAL  :H13 already q&t TO 45 Rc | P/N  9W306303 | ION NITRIDE .010  DEEP CASE HV1100 ( 71Rc ) 6 ea | Masking per dwg 9W306303 Yellow marked areas (Both ends and the key ) | Please return by truck  to Melrose Loaction After Nitride | NO CERTS!,6
032918-01,3/29/2018,"NOVA CHROME Inc,",MATERIAL  :Y047350 SHAFT | PARTIAL HARD CHROME  (PLEASE MASK ALL EXCEPT THE YELLOW AREA 2 ea | ONLY THE 18 MM SHAFT NEREDS .0002 to .0004 HARD CHROME | NOTHING ON THE THREADS OR PISTON HEAD (THANK YOU) | No certs,2
032921-01,3/29/2021,PRECISE ROTARY DIE,P/N 447T5402 PLATE | MATERIAL : 4140 ph (28-32 Rc) 1 ea | PLEASE  CASE HARDEN TO 50-55  Rc,1
033017-01,3/30/2017,DELTA GRINDING,N070357 SHAFT 1ea | Need OD Grinding  TO 1.653 / 1.650 IN DIAM ONE STEP ONLY,1
033020-01,3/30/2020,PRECISE ROTARY DIE,P/N N027239-PISTON 1 ea | OD 150e7 ( 5.9022 // 5.9014 // 5.9006) 5.9014 +/- .0005 | OD 80e7 (Allowance for chrome plating included) ( 3.1462 // 3.1457 // 3.1451) | 3.1457  +/- .0005 | NO SIDE TOUCH PLEASE,1
033021-01,3/30/2021,PRECISE ROTARY DIE,MATERIAL  4140  (23 RC) P/N H319551 _GRINDING | 185g6 OD ALL OVER (AT 0.8 TEXTURE)    7.2829/7.2817   |            | MID DIM (7.2823) | 1ea | 125H8 ID (AT 0.4 SURFACE TEXTURE 4.9237// 4.9213  |                     | MID 4.9225 | | 120H7 ID (AT 0.8 TEXTURE) 4.7258 // 4.7244  |                       | MID 4.7253 |,1
033023-01,3/30/2023,GENERAL  SURFACE  HARDENING,MATERIAL  :4140 AN | P/N N020197 BUSHING 1 ea | TEMPER TO 21-25 Rc | NO CERTIFICATION,1
033120-01,3/31/2020,"NOVA CHROME Inc,",MATERIAL  :N027239  PISTON ROD | .0010  /.0012   HARD CHROME LOCALY ONLY PER PRINT | ONLY THE  3.150 Diam (per print) | No certs,1
033122-01,3/31/2022,PRECISE ROTARY DIE,P/N N066878 PISTON | MATERIAL : 4140 PH  28 Rc 1ea | 3 STEP  OD GRINDING | 130e7  (5.1148 // 5.1140 //5.1132) 5.1140 +/- .0005 125/ea | 45e7 (1.7697 // 1.7692 // 1.7687 ) 1.7692 +/- .0005 | 45 -.1 /-.2   (JUST CLEAN UP TO  1.767 / 1.764  NOT LESS THAN 1.764 ) x 7.52 FROM,1
033123-02,3/31/2023,Automatic Anodizing,"P/N LS1119103 SPACER 60 ea | P/N LS1119104 SPACER 65 ea | Protective Finish MIL-DTL-5541,  TYPE II, CLASS 1A | NEED SEPARATE CERTIFICATION FOR EACH PLEASE !",125
040320-01,4/3/2020,Belmont Plating,"Material :  4130  (26-38 Rc) | P/N 12281662 STUD  (REPEAT ITEM) | FINISH  : 1.9.2.3 OF MIL-STD-171     (RACK) 205 ea | EXCEPT .0003 IN THICK MIN, SUPPLEMENTARY CHROMATE TREATMENT | Cert Required Please",205
040321-01,4/3/2021,PRECISE ROTARY DIE,P/N N127433 SHAFT 2 ea | MATERIAL :4140 PH | 4 STEPS OD GRINDING | 16e7  (.6287 // .6283 // .6280 )   X(100 mm)  3.94 in      0.4 Texture .6283 +/- .0003 125/ea | 16.2   (.638 +/- .002 )           6.3 Texture .638 +/- .002 | 20h7 ( .7874 // .7870 //.7866 )      6.3 Texture                                       .7870 +/- .0004 | 24e7 ( .9433 // .9429 // .9425)  @   0.8 Texture .9429  +/- .0004,2
040323-01,4/3/2023,GENERAL  SURFACE  HARDENING,MATERIAL  :8620 | P/N 12282027 PIN 550 ea | CASE HARDEN .015-.025 | To 80 RA min | CERT REQUIRED PLEASE,550
040323-01,4/5/2023,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N 12274768-2 PIN REV G 98 ea | QUENCH AND TEMPER TO 38-44 Rc | CERTIFICATION REQUIRED,98
040417-01,4/4/2017,GENERAL  SURFACE  HARDENING,MATERIAL  :1045 | P/N  N040211 LINK | Harden to 28 Rc +/- 2 8ea | No certs,8
040419-01,4/4/2016,PRECISE ROTARY DIE,P/N Y060388 SHAFT (2 step OD grinding) | MATERIAL : 1018 5 ea | 28e7 (1.1008 // 1.1004 // 1.1000 ) | 20e7 (.7858 // .7854  //  .7850 ) (ONLY 85 MM  = 3.350 IN FROM END) 70/ea,5
040419-02,4/4/2019,PRECISE ROTARY DIE,P/N Y157511 SHAFT | MATERIAL : 4140 PH 2 ea | OD GRINDING ONLY 50/ea | OD 1.100 +/- .001,2
040424-01,4/4/2024,Belmont Plating,"P/N 12287035 PIN, HINGE, REV-E | Material 4130 26-32 Rc 2075 ea | Finish:  1.9.2.2  MIL-STD-171 | Certification required please",2075
040424-01,4/4/2024,DELTA GRINDING,12310868 PIN | Need OD Grinding  TO .498 /.497       &  3.2 Texture | Please drop off to Expert Metal for Zinc Plate,66
040425-01,4/4/2025,GENERAL  SURFACE  HARDENING,P/N 10952604 TURNBUCKLE BODY | MATERIAL 4140 AN | Quench and Temper to 33-38  Rc 1925 ea | Certification Required,1925
040518-01,4/5/2018,PRECISE ROTARY DIE,P/N Y157511 SHAFT | MATERIAL : 4140 PH 4ea | OD GRINDING ONLY 25/pcs | OD 1.100 +/- .001,4
040518-01,4/5/2018,DELTA GRINDING,637S3802 LONG SHAFT | RUSH PLEASE 2 ea | Need OD Grinding  TO .9825 +/- .001 | RUSH,2
040518-02,4/5/2018,DELTA GRINDING,Y157511 SHAFT 8ea | Need OD Grinding  TO 1.100 +/- .001 | NO RUSH,8
040616-01,4/6/2016,PRECISE ROTARY DIE,MATERIAL  4140  (23 RC) P/N H319551 _GRINDING | 185g6 OD ALL OVER (AT 0.8 TESTURE)    7.2829/7.2817 MID DIM (7.2823) 3rd | 125H8 ID (AT 0.4 SURFACE TEXTURE 4.9237/4.9213 MID  (4.9225) | 120H7 ID (AT 0.8 TEXTURE) 4.7258/4.7244 MID( 4.7250) 425/ea,3
040617-01,4/6/2017,DELTA GRINDING,Y157511 EJECTO ROD 8ea | Need OD Grinding  TO 1.102 / 1.098 IN DIAM   (1.100 +/- .001),8
040617-02,4/6/2017,Skild Plating Co.,Material  304 SS | P/N LS1124579 CONNECTOR | FINIS  : PASSIVATION | CERT REQUIRED PLEASE,207
040619-01,4/6/2019,DELTA GRINDING,Y157511 SHAFT 10 ea | Need OD Grinding  TO 1.100 +/- .001,10
040622-01,4/6/2022,Skild Plating Co.,"Material  304 SS | P/N  2600687 SPACER 402 ea | PASSIVATE PER QQ -P-35 TYPE 1 ,2,3 or 4  (any of the Type I to Type IV) | CERT REQUIRED PLEASE 402 ea",402
040623-01,4/6/2023,"NOVA CHROME Inc,",MATERIAL  :  N117348 BUSHING | PARTIAL CHROME PLATING .0025/.0030  wall | Need to raise diam with .005  on the 2 external steps only /per print 1 ea | No certs,1
